Description,GroundTruth,Ratings,Review Date,Review Title,Site
"Everything said in the title :)
We came to Trikala to see the Christmas village several days before it was open and luckily found Palia Istoria.

The place is full of locals. The prices are funny-small.

Just pay attention that a normal person can not...More",positive,5,24-Jan-18,Superb home-style local food in HUGE portions,Trip Advisor
"Went here for dinner. the server was excellent in his wine choice and was very patient with me. He helped me pick the perfect wine...something not to sweet. I ended up getting a rose. I had a horta salad (which is just boiled spinach, really...More",positive,4,18-May-17,good service. huge portions,Trip Advisor
Everything was so good and delicious! The owner was very kind and we liked also the location! We were very much satisfied!,positive,5,26-Feb-20,Our perfect lunch in Trikala,Trip Advisor
The food was very good ! The pork knee was amazing! Highly recommend this restaurant if you are in Trikala,positive,5,18-Jan-20,Amazing,Trip Advisor
"Enjoyed eating here on my first business trip to Trikala. The choice of food is maybe very standard for Greece, but the Arabic chicken pie I explored was delicious and subtly flavoured. I would heartily recommend this to anybody visiting the town and looking for...More",positive,4,21-Apr-19,Honest tasty food at a sweet price,Trip Advisor
We ate two days ago and the food was great! Warm amd hospital place with many  dishes to choose! From appetizers to main dishes and everything perrfect amd prices very reasonable!,positive,5,1-Dec-18,Warn place with great food! ,Trip Advisor
"This is only a couple of blocks from the hotel on the plaza we stayed at. It was post lunch in the middle of the week in May, we were the only patrons there. The food is wonderful, especially the cheesy potato appetizer. But loved...More",positive,5,14-Jul-18,Wonderful eatery on the main restaurant district.,Trip Advisor
"Staff was very polite, the music and the ambient were very authentic and ideal for a night out. We liked the food, nice taste but my meat was a bit hard. Good value for money and good choice in total.",positive,4,11-Mar-18,Pleasant dinner in Trikala,Trip Advisor
"Nice place very good food, fast service good price. warm and cosy for family or couples.i suggest mushrooms and lamp",positive,5,28-Jan-18,Nice lamp,Trip Advisor
We were about 20 people and they didn't have any problem to fit all of us in two different tables. It is a big place. We were also able to separate bills. The food was nice and the waiters were also so kind to us....More,positive,4,27-Jan-18,"Good place, sometimes can be noisy",Trip Advisor
"Everything said in the title :)
We came to Trikala to see the Christmas village several days before it was open and luckily found Palia Istoria.

The place is full of locals. The prices are funny-small.

Just pay attention that a normal person can not...More",positive,5,24-Jan-18,Superb home-style local food in HUGE portions,Trip Advisor
"Went here for dinner. the server was excellent in his wine choice and was very patient with me. He helped me pick the perfect wine...something not to sweet. I ended up getting a rose. I had a horta salad (which is just boiled spinach, really...More",positive,4,18-May-17,good service. huge portions,Trip Advisor
Everything was so good and delicious! The owner was very kind and we liked also the location! We were very much satisfied!,positive,5,26-Feb-20,Our perfect lunch in Trikala,Trip Advisor
The food was very good ! The pork knee was amazing! Highly recommend this restaurant if you are in Trikala,positive,5,18-Jan-20,Amazing,Trip Advisor
"Enjoyed eating here on my first business trip to Trikala. The choice of food is maybe very standard for Greece, but the Arabic chicken pie I explored was delicious and subtly flavoured. I would heartily recommend this to anybody visiting the town and looking for...More",positive,4,21-Apr-19,Honest tasty food at a sweet price,Trip Advisor
We ate two days ago and the food was great! Warm amd hospital place with many  dishes to choose! From appetizers to main dishes and everything perrfect amd prices very reasonable!,positive,5,1-Dec-18,Warn place with great food! ,Trip Advisor
"This is only a couple of blocks from the hotel on the plaza we stayed at. It was post lunch in the middle of the week in May, we were the only patrons there. The food is wonderful, especially the cheesy potato appetizer. But loved...More",positive,5,14-Jul-18,Wonderful eatery on the main restaurant district.,Trip Advisor
"Staff was very polite, the music and the ambient were very authentic and ideal for a night out. We liked the food, nice taste but my meat was a bit hard. Good value for money and good choice in total.",positive,4,11-Mar-18,Pleasant dinner in Trikala,Trip Advisor
"Nice place very good food, fast service good price. warm and cosy for family or couples.i suggest mushrooms and lamp",positive,5,28-Jan-18,Nice lamp,Trip Advisor
We were about 20 people and they didn't have any problem to fit all of us in two different tables. It is a big place. We were also able to separate bills. The food was nice and the waiters were also so kind to us....More,positive,4,27-Jan-18,"Good place, sometimes can be noisy",Trip Advisor
"Everything said in the title :)
We came to Trikala to see the Christmas village several days before it was open and luckily found Palia Istoria.

The place is full of locals. The prices are funny-small.

Just pay attention that a normal person can not...More",positive,5,24-Jan-18,Superb home-style local food in HUGE portions,Trip Advisor
"Went here for dinner. the server was excellent in his wine choice and was very patient with me. He helped me pick the perfect wine...something not to sweet. I ended up getting a rose. I had a horta salad (which is just boiled spinach, really...More",positive,4,18-May-17,good service. huge portions,Trip Advisor
Everything was so good and delicious! The owner was very kind and we liked also the location! We were very much satisfied!,positive,5,26-Feb-20,Our perfect lunch in Trikala,Trip Advisor
The food was very good ! The pork knee was amazing! Highly recommend this restaurant if you are in Trikala,positive,5,18-Jan-20,Amazing,Trip Advisor
"Enjoyed eating here on my first business trip to Trikala. The choice of food is maybe very standard for Greece, but the Arabic chicken pie I explored was delicious and subtly flavoured. I would heartily recommend this to anybody visiting the town and looking for...More",positive,4,21-Apr-19,Honest tasty food at a sweet price,Trip Advisor
We ate two days ago and the food was great! Warm amd hospital place with many  dishes to choose! From appetizers to main dishes and everything perrfect amd prices very reasonable!,positive,5,1-Dec-18,Warn place with great food! ,Trip Advisor
"This is only a couple of blocks from the hotel on the plaza we stayed at. It was post lunch in the middle of the week in May, we were the only patrons there. The food is wonderful, especially the cheesy potato appetizer. But loved...More",positive,5,14-Jul-18,Wonderful eatery on the main restaurant district.,Trip Advisor
"Staff was very polite, the music and the ambient were very authentic and ideal for a night out. We liked the food, nice taste but my meat was a bit hard. Good value for money and good choice in total.",positive,4,11-Mar-18,Pleasant dinner in Trikala,Trip Advisor
"Nice place very good food, fast service good price. warm and cosy for family or couples.i suggest mushrooms and lamp",positive,5,28-Jan-18,Nice lamp,Trip Advisor
We were about 20 people and they didn't have any problem to fit all of us in two different tables. It is a big place. We were also able to separate bills. The food was nice and the waiters were also so kind to us....More,positive,4,27-Jan-18,"Good place, sometimes can be noisy",Trip Advisor
"Everything said in the title :)
We came to Trikala to see the Christmas village several days before it was open and luckily found Palia Istoria.

The place is full of locals. The prices are funny-small.

Just pay attention that a normal person can not...More",positive,5,24-Jan-18,Superb home-style local food in HUGE portions,Trip Advisor
"Went here for dinner. the server was excellent in his wine choice and was very patient with me. He helped me pick the perfect wine...something not to sweet. I ended up getting a rose. I had a horta salad (which is just boiled spinach, really...More",positive,4,18-May-17,good service. huge portions,Trip Advisor
